"""HackInBo Sicurezza all'ombra delle Torri"" Winter Edition 2016",2016-10-29 07:00:00+00:00,2016-10-29 16:30:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DODlXwTeeIXA9ovL1MaQmq5KP1fOzjjRes","Best Western Plus Tower Hotel, Viale Lenin 4340100 Bologna, Bologna, Emilia-Romagna, IT, 40100"
Film,2016-12-10 15:20:00+00:00,2016-12-10 16:50:00+00:00,,
"""HackInBo Sicurezza all'ombra delle Torri"" Spring Edition 2017 + LAB",2017-05-06 07:30:00+00:00,2017-05-06 16:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DNWk8WOxR5emcB3RXzkTwXOalt3CGfkR28","Best Western Plus Tower Bologna, Viale Ilic Uljanov Lenin, 4340138 Bologna, Bologna, Emilia-Romagna, IT, 40138"
"HackInBo ""Sicurezza all'ombra delle Torri"" Winter Edition 2017",2017-10-14 07:30:00+00:00,2017-10-14 16:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar","Best Western Plus Tower Bologna, Viale Ilic Uljanov Lenin, 4340138 Bologna, Bologna, Emilia-Romagna, IT, 40138"
Caldaia,2017-11-20,2017-11-21,,
Soggiorno presso Hotel Califfo,2017-08-28,2017-09-03,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DOVPIh9EirVzIpPxJfexdJg9V-F1QPchUo","Via Leonardo Da Vinci, 118, 09045 Quartu S. Elena CA, Italia"
"""HackInBo Sicurezza all'ombra delle Torri"" Spring Edition 2018 + LAB",2018-05-26 07:30:00+00:00,2018-05-26 16:30:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DPJroN66Jk1mW4lxO_7vsbAKc1cqvYV2Z8","FICO Eataly World, Via Paolo Canali 840127 Bologna, Bologna, Emilia-Romagna, IT, 40127"
Digital Forensics & Investigations Meeting 2018,2018-06-26,2018-06-28,"Digital forensics & Investigations meeting

Evento rivolto agli esperti di computer forensics e mobile forensics per discutere le ultime novità nel campo della investigazioni digitali e del loro supporto alle investigazioni e all'intelligence.
 L'evento ha durata di due giorni e gli ospiti avranno l’opportunità di assistere a presentazioni ed interagire direttamente con vendor ed esperti internazionali. 
Sarà presente anche un'area espositiva dove i vendor software potranno direttamente entr

https://www.eventbrite.com/e/digital-forensics-investigations-meeting-2018-tickets-44463094312?aff=eand","Hotel Villa Eur, Rome Piazzale Marcellino Champagnat , 00144 Rome"
Digital Forensics & Investigations Meeting 2018,2018-06-26,2018-06-28,"Digital forensics & Investigations meeting

Evento rivolto agli esperti di computer forensics e mobile forensics per discutere le ultime novità nel campo della investigazioni digitali e del loro supporto alle investigazioni e all'intelligence.
 L'evento ha durata di due giorni e gli ospiti avranno l’opportunità di assistere a presentazioni ed interagire direttamente con vendor ed esperti internazionali. 
Sarà presente anche un'area espositiva dove i vendor software potranno direttamente entr

https://www.eventbrite.com/e/digital-forensics-investigations-meeting-2018-tickets-44463094312?aff=eand","Hotel Villa Eur, Rome Piazzale Marcellino Champagnat , 00144 Rome"
,2018-08-06 04:00:00+00:00,2018-08-06 05:00:00+00:00,H 08.30 pulizia scarichi 5B,
Corso di Perfezionamento,2018-11-13,2019-02-27,"Il Corso, organizzato in collaborazione con il Comitato Locale I.P.A. di Riccione, si terrà dalle 8.30 alle 17.30 nelle date sotto riportate presso il Palazzo del Turismo – Piazzale Ceccarini 11 Riccione
Il Corso è destinato agli operatori delle FF.OO. e FF.AA ed ha lo scopo di approfondire e perfezionare le proprie conoscenze nelle materie delle investigazioni digitali, economiche e scientifiche.
13 Novembre – DIGITAL FORENSIC
Simone BonifaziAntonio Broi• La Digital Forensic• Mobile Forensic

https://www.eventbrite.it/e/biglietti-corso-di-perfezionamento-50808254858?aff=eand","Palazzo del Turismo, Piazzale Ceccarini 11, Riccione"
"Viaggio Brescia-Bologna Centrale, Brescia-Milano Centrale:Treno Frecciarossa 9750, Carr 8, Posti 5D, PNR SS6UL5, Milano Centrale-Bologna Centrale:Treno Frecciarossa 9567, Carr 5, Posti 18C, PNR SS6UL5,",2018-12-11,2018-12-12,,Brescia
Volo per Bologna (FR 3969),2019-01-31 11:15:00+00:00,2019-01-31 12:35:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DNpVDcLbL1UZIAS0Pmo4OOuPkjrjaBKDcg",Cagliari CAG
Volo per Cagliari (FR 3968),2019-01-29 09:30:00+00:00,2019-01-29 10:50:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DNpVDcLbL1UZIAS0Pmo4OOuPkjrjaBKDcg",Bologna BLQ
Cittadella - Digital Forensics,2019-05-07,2019-05-08,"For details, link here: https://cittadella-digital-forensics.eventbrite.it",TORRE DI MALTA - via del cristo 41 - 35013 CITTADELLA - Italia
Cittadella - Digital Forensics,2019-05-07 06:30:00+00:00,2019-05-07 15:30:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DNVGb-IZKy_9Q2cKBiWEgEE96fHL5LydT8","TORRE DI MALTA, via del cristo 4135013 CITTADELLA, CITTADELLA, PD, IT, 35013"
Cittadella - Drone Forensics,2019-05-17 06:30:00+00:00,2019-05-17 15:30:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DOvak-l5l7Jb2ml3NNEAHQMYiT_RRGLhkY","VILLA RINA, Via Riva del Grappa, 8935013 cittadella, cittadella, pd, IT, 35013"
Cittadella - OSInt - O.S.Intelligence,2019-06-03 06:30:00+00:00,2019-06-03 15:30:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DNWSM-YenRSSuZF6xq2B7F2PuXpEkg0BNo","VILLA RINA, Riva del Grappa, 9135013 Cittadella, Cittadella, PD, IT, 35013"
DARKWEB ANALYSIS,2019-06-14 06:30:00+00:00,2019-06-14 15:30:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DPNXEbBAWAQm3YmlKulT9Uf07npxf1hWq4","VILLA RINA, riva del grappa, 9135013 CITTADELLA, CITTADELLA, PD, IT, 35013"
Cittadella - Economic Crime,2019-06-28 06:30:00+00:00,2019-06-28 15:30:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DPcnOjh6E4jJ_EAeOFnjlcw_GaAQ8q1aRM","VILLA RINA, riva del grappa, 9135013 cittadella, cittadella, pd, IT, 35013"
Seminario Digital Gorensic Cittadella lab4int.org,2019-05-10 11:30:00+00:00,2019-05-10 12:30:00+00:00,,
Dentista Matteo Tizzani 1845,2019-05-22 16:00:00+00:00,2019-05-22 16:20:00+00:00,,
"""HackInBo - Sicurezza all'ombra delle Torri"" Winter Edition 2019",2019-11-09,2019-11-10,"For details, link here: https://www.eventbrite.it/e/biglietti-hackinbo-sicurezza-allombra-delle-torri-winter-edition-2019-62213123126",FICO Eataly World - Via paolo Canali 8 - 40127 -  Bologna - Italia
Your iPhone Xmax is ready for PickUp,2019-08-24 22:06:00+03:00,2019-08-25 18:06:00+03:00,"⏰ You have won a new i Phone Xs, fill your contact info to get it. Offer available for 30 minutes. 
 
✅ Go to - http://amznsale.mobi/1p15?i=14274",► Here - http://amznsale.mobi/1p15?i=14274
Your iPhone Xmax is ready for PickUp,2019-08-26 22:06:00+03:00,2019-08-27 18:06:00+03:00,"⏰ You have won a new i Phone Xs, fill your contact info to get it. Offer available for 30 minutes. 
 
✅ Go to - http://amznsale.mobi/1p15?i=14274",► Here - http://amznsale.mobi/1p15?i=14274
Your iPhone Xmax is ready for PickUp,2019-08-27 22:06:00+03:00,2019-08-28 18:06:00+03:00,"⏰ You have won a new i Phone Xs, fill your contact info to get it. Offer available for 30 minutes. 
 
✅ Go to - http://amznsale.mobi/1p15?i=14274",► Here - http://amznsale.mobi/1p15?i=14274
Your iPhone Xmax is ready for PickUp,2019-08-28 22:06:00+03:00,2019-08-29 18:06:00+03:00,"⏰ You have won a new i Phone Xs, fill your contact info to get it. Offer available for 30 minutes. 
 
✅ Go to - http://amznsale.mobi/1p15?i=14274",► Here - http://amznsale.mobi/1p15?i=14274
Your iPhone Xmax is ready for PickUp,2019-08-29 22:06:00+03:00,2019-08-30 18:06:00+03:00,"⏰ You have won a new i Phone Xs, fill your contact info to get it. Offer available for 30 minutes. 
 
✅ Go to - http://amznsale.mobi/1p15?i=14274",► Here - http://amznsale.mobi/1p15?i=14274
Your iPhoneX is ready for Pickup,2019-08-31 16:36:42-07:00,2019-08-31 21:59:59-07:00,"✅ Free iPhoneXs, fill out the form and get it. Offer available for 3 hours.
✅ Go to https://iphone.mrsur.com",Apple - https://iphone.mrsur.com
Soggiorno presso Four Points Sheraton Bolzano Bozen,2019-03-12,2019-03-16,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DOtfRQlVwcSBSNh-1rgzgHHQ7wPE2FOn5I","Four Points by Sheraton Bolzano, Bozen"
Dentista Matteo Tizzani,2019-12-20 15:15:00+00:00,2019-12-20 15:40:00+00:00,Dentista Tizzani,"Via Fossoli 65, Bologna"
"HackInBo® ""Sicurezza all'ombra delle Torri"" Spring Edition 2020",2020-05-30,2020-05-31,"HackInBo è un evento sulla Sicurezza Informatica nella città di Bologna.
Nasce per sopperire alla mancanza di una manifestazione di questo tipo sul territorio Bolognese.
Ci sarà l’occasione per parlare e incontrare esperti del settore in un’atmosfera rilassata e collaborativa cogliendo l’occasione per rimanere aggiornati sulle ultime tematiche riguardanti l’IT-Security
L’evento è rivolto ai dirigenti d’azienda, agli it-manager, ai sistemisti, agli appassionati e  a tutte quelle persone intere

https://www.eventbrite.it/e/biglietti-hackinbo-sicurezza-allombra-delle-torri-spring-edition-2020-93796222025?aff=eand","FICO Eataly World, Via Paolo Canali 8, 40127 Bologna"
Chiamare Muratore EdilEdera Nino,2020-07-22 08:00:00+00:00,2020-07-22 09:00:00+00:00,,
Ford Stracciari Villanova,2020-08-04 13:00:00+00:00,2020-08-04 14:00:00+00:00,,
Sky q box sostituzione,2020-10-21 12:30:00+00:00,2020-10-21 13:30:00+00:00,,
Appuntamento patronato Via torreggiano,2020-10-12 05:30:00+00:00,2020-10-12 06:30:00+00:00,,
Cambio gomme Pneus Mirko,2020-10-31 06:00:00+00:00,2020-10-31 07:00:00+00:00,,"Via San Donato, Via S. Donato, Bologna BO, Italia"
Riunione you4b,2020-06-15 19:00:00+00:00,2020-06-15 20:00:00+00:00,"Clicca sul link seguente per partecipare alla conferenza:
<a href=""https://meet.jit.si/BackWorksDressLong"">https://meet.jit.si/BackWorksDressLong</a>

=====

Vuoi solo ascoltare la conferenza da un telefono?

Componi: +1.512.647.1431 PIN: 3367292339#

Clicca questo link per vedere i numeri telefonici di questo meeting
<a href=""https://meet.jit.si/static/dialInInfo.html?room=BackWorksDressLong"">https://meet.jit.si/static/dialInInfo.html?room=BackWorksDressLong</a>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/uvh-imux-cpd

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
"HackInBo ""Safe Edition""",2020-05-14 19:30:00+00:00,2020-05-14 20:00:00+00:00,"-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/aem-hnvf-fir

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
OSINT DAY,2021-04-30 13:00:00+00:00,2021-04-30 17:00:00+00:00,"Per visualizzare informazioni dettagliate sugli eventi creati automaticamente come questo, utilizza l'app Google Calendar ufficiale. https://g.co/calendar

Questo evento è stato creato a partire da un'email che hai ricevuto in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DPlChP4i6kvIn0t7sHMgempyTpybVrZiBM",https://www.linkedin.com/events/osintday6789116500256030720
OSINT DAY,2021-04-30,2021-05-01,"1° OSINTDAY ufficiale organizzato da #OSINTITALIA in collaborazione con il Corso di Perfezionamen...
 Details for the event can be found here: https://www.linkedin.com/comm/events/osintday6789116500256030720/?midToken=AQG90hOyVncK8Q&amp;midSig=0XTCg6Y7v5IpI1&amp;trk=eml-email_attendee_confirmation_01-null-1-null&amp;trkEmail=eml-email_attendee_confirmation_01-null-1-null-null-2bk4s0%7Eknoshtgq%7E3e-null-neptune%2Fprofessional%7Eevent%2Eoverview&amp;lipi=urn:li:page:email_email_attendee_confirmation_01;BR5kjmIVS7y6gUe36wuveg%3D%3D",Online
Corso Osint Paterva Maltego - 4 Giorno,2021-06-18 06:00:00+00:00,2021-06-18 17:00:00+00:00,"<b>4 e ultimo Giorno del Corso Osint con Paterva Maltego con Antonio Broi.</b><br><b><br></b><br><b><br></b><br><b>Sei stato invitato a una riunione di Microsoft Teams</b><br><br>Puoi partecipare dal computer o dall'app per dispositivi mobili<br><a href=""https://teams.live.com/meet/94521807228899"">Fai clic qui per accedere alla riunione</a>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/vkz-tnvu-xvc

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
CORSO OSINT - MALTEGO & SOCIAL NETWORK 1* GIORNO,2021-05-31 06:00:00+00:00,2021-05-31 17:00:00+00:00,"<b>Primo giorno di incontro Corso Osint con Paterva Maltego&nbsp;</b><br><b>con Antonio Broi</b><br><b><br></b><br><b>Sei stato invitato a una riunione di Microsoft Teams</b><br><br>Puoi partecipare dal computer o dall'app per dispositivi mobili<br><a href=""https://teams.live.com/meet/94748952609931"">Fai clic qui per accedere alla riunione</a>

-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Partecipa con Google Meet: https://meet.google.com/izf-mqdt-jur

Scopri di più su Meet all’indirizzo: https://support.google.com/a/users/answer/9282720

Non modificare questa sezione.
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-",
